age,income,loan_amount,credit_score,years_employed,num_credit_lines,debt_ratio,defaulted
47,100094.0,39746.86,565,19,2,0.36,0
67,33438.0,46760.39,542,17,1,0.09,0
35,24022.0,16750.72,599,17,5,0.31,0
34,48647.0,20068.56,626,28,6,0.26,0
43,30179.0,25891.99,829,14,3,0.39,0
25,44174.0,46722.87,641,22,6,0.84,0
64,26097.0,45562.41,548,27,2,0.15,0
57,41165.0,9044.52,679,27,3,0.31,0
66,24198.0,10936.84,831,2,2,0.26,0
29,65652.0,27297.91,680,18,3,0.3,0
44,27038.0,9797.87,341,14,5,0.36,0
25,50542.0,20551.14,644,15,3,0.24,1
42,19295.0,11677.34,560,21,3,0.94,0
63,53669.0,33621.82,605,21,3,0.42,0
21,22400.0,47727.29,539,16,5,0.11,0
50,41381.0,49853.02,612,0,4,0.47,0
18,60573.0,21885.85,740,10,3,0.18,0
36,32860.0,31955.57,432,5,1,0.22,0
48,21708.0,43532.04,350,22,4,0.29,0
33,46556.0,10285.79,691,8,1,0.12,0
31,23849.0,36030.4,822,19,7,0.72,0
65,29670.0,23397.96,807,15,5,0.79,0
22,41470.0,14276.58,653,29,4,0.39,0
58,71707.0,23123.91,694,25,7,0.69,0
43,36801.0,8418.21,395,5,4,0.39,0
45,36733.0,36293.32,405,11,7,0.16,0
19,52510.0,16373.42,812,18,4,0.4,0
67,37242.0,19013.25,541,12,3,0.56,0
23,49899.0,10448.66,787,12,1,0.04,0
26,62272.0,43909.66,814,26,3,0.65,0
50,30827.0,27204.99,360,3,1,0.74,0
58,7062.0,30746.61,715,8,4,0.86,0
42,24126.0,30624.47,593,13,3,0.1,0
65,66459.0,23472.19,601,13,3,0.0,0
30,35708.0,13663.85,469,16,3,0.07,0
26,30651.0,38530.97,340,4,2,0.92,0
30,65081.0,10717.53,530,26,4,0.77,0
48,34521.0,9674.32,708,22,6,0.84,0
58,12756.0,36956.53,596,18,1,0.52,0
28,17109.0,14397.67,754,1,6,0.53,0
21,44771.0,18804.77,356,12,7,0.3,0
51,35121.0,26385.24,539,10,2,0.84,0
55,75157.0,25220.81,475,1,3,0.83,0
63,25169.0,36886.06,362,0,1,0.39,0
21,31109.0,33054.43,437,20,2,0.33,0
55,23336.0,33997.83,753,28,2,0.74,0
36,27993.0,37132.44,748,2,3,0.03,0
23,14102.0,18167.57,525,26,3,0.86,0
51,29946.0,19505.0,742,11,4,0.45,0
35,35386.0,24709.9,505,6,0,0.44,0
30,33923.0,18835.8,326,0,2,0.67,0
58,106380.0,49322.2,756,8,3,0.65,0
40,90830.0,41632.34,406,29,4,0.27,0
36,24948.0,12409.46,743,17,1,0.94,0
62,13069.0,5251.74,335,23,1,0.99,0
28,34558.0,6925.25,454,25,3,0.53,0
18,43838.0,15982.86,468,19,3,0.56,0
41,23618.0,10143.11,571,5,3,0.55,0
24,24210.0,29000.22,846,8,4,0.49,0
42,80120.0,43609.79,719,22,2,0.95,0
38,31928.0,38153.76,483,7,4,0.24,0
32,50571.0,14702.41,536,22,5,0.11,0
18,22808.0,22968.47,808,17,5,0.93,0
29,35296.0,27855.24,740,24,5,0.21,0
24,30694.0,41459.26,421,14,1,0.75,0
32,25908.0,42760.47,716,0,1,0.2,0
38,64709.0,45937.32,834,13,1,0.96,0
36,18134.0,27916.04,674,17,5,0.79,0
46,42194.0,36242.36,625,18,5,0.92,0
42,30407.0,10031.02,779,18,5,0.95,0
50,44686.0,30438.0,449,29,1,0.08,0
66,30614.0,16191.13,789,9,2,0.43,0
49,56027.0,24427.26,452,19,3,0.65,0
66,22701.0,33532.27,316,20,3,0.8,0
52,64782.0,16564.37,647,5,3,0.24,0
61,35796.0,7348.33,758,16,3,0.91,0
55,18690.0,5460.52,501,13,1,0.22,1
43,51027.0,5997.18,722,12,2,0.87,0
28,32879.0,5375.74,579,7,1,0.51,0
52,15461.0,9965.98,721,21,3,0.52,0
25,42883.0,15776.99,764,9,6,0.37,0
63,60072.0,14954.97,654,8,4,0.1,0
31,68945.0,49405.85,677,4,5,0.35,0
27,30056.0,18770.27,423,22,3,0.43,0
19,39052.0,10733.94,379,26,1,0.48,0
63,37245.0,29550.31,532,3,2,0.74,0
26,76489.0,43608.09,779,5,5,0.35,0
20,24216.0,35512.72,453,5,7,0.41,0
38,28787.0,18323.69,708,12,5,0.91,0
43,23924.0,30272.73,330,3,3,0.75,0
25,17596.0,37168.52,802,21,4,0.02,0
65,41105.0,37764.7,670,7,2,0.81,0
19,80874.0,34994.23,622,26,3,0.99,0
23,32885.0,44186.47,631,4,4,0.94,0
45,23366.0,44154.75,542,1,1,0.84,0
46,39872.0,31052.15,729,8,4,0.63,0
43,48755.0,24343.54,481,10,4,0.28,0
42,33584.0,33870.66,772,19,1,0.65,0
29,73260.0,41819.54,675,19,0,0.7,0
22,24193.0,5254.34,380,10,2,0.28,0
51,31461.0,49639.87,849,6,3,0.26,0
65,42108.0,13230.22,719,25,4,0.4,0
54,44200.0,26161.2,766,13,3,0.64,1
32,37183.0,44241.34,727,25,3,0.29,0
61,19164.0,15126.82,356,5,2,0.56,0
53,116892.0,26455.79,621,29,3,0.9,0
32,32274.0,10966.2,841,3,4,0.3,0
60,38374.0,22778.43,794,5,6,0.97,0
65,49433.0,12971.1,565,2,3,0.47,0
40,26417.0,21363.25,526,22,5,0.1,0
23,37364.0,21805.89,353,5,3,0.06,0
63,25885.0,49692.69,303,2,3,0.34,0
67,44702.0,49766.59,738,0,2,0.26,1
61,31634.0,10165.38,609,27,3,0.84,0
60,41538.0,37668.6,388,25,2,0.74,0
62,21520.0,7328.55,619,20,2,0.88,0
38,23994.0,6358.64,674,25,5,0.59,0
40,18351.0,9740.03,800,17,4,0.44,0
60,25457.0,48446.85,533,22,0,0.27,0
33,10029.0,47338.86,636,28,2,0.58,0
64,31146.0,13726.75,484,22,4,0.62,0
32,27802.0,12275.26,737,3,5,0.39,0
42,39162.0,15824.08,479,5,2,0.94,0
53,37135.0,28199.61,375,16,2,0.64,0
28,68087.0,30636.71,571,17,4,0.84,1
68,132874.0,14971.7,354,5,3,0.62,0
32,64137.0,39048.03,376,1,4,0.32,0
21,28953.0,18929.89,595,11,2,0.74,0
38,28376.0,46495.91,518,11,4,0.23,0
30,56069.0,34552.52,576,26,2,0.6,0
39,15652.0,24635.8,565,3,0,0.4,0
36,31020.0,40546.04,342,15,3,0.15,0
51,32239.0,41806.16,660,19,3,0.41,0
31,48633.0,18071.67,527,9,5,0.31,0
21,49362.0,20287.15,526,24,6,0.11,0
65,25027.0,47117.98,362,9,2,0.82,0
69,29520.0,12413.35,470,6,10,0.5,0
63,45368.0,6896.77,606,13,3,0.35,0
44,24356.0,25432.49,333,6,1,0.5,0
46,66374.0,41054.45,429,11,5,0.75,0
64,49246.0,39725.06,693,10,3,0.02,0
45,39567.0,46378.88,450,16,2,0.55,0
52,44155.0,28994.03,683,10,2,0.48,1
25,28755.0,9502.91,316,20,6,0.89,0
33,26552.0,31491.0,313,2,1,0.56,0
59,29367.0,40027.8,380,18,2,0.14,0
53,46629.0,9199.77,506,21,5,0.39,0
47,40155.0,12769.58,503,3,2,0.62,0
35,29397.0,5553.08,678,7,4,0.05,0
19,52828.0,31714.37,843,13,3,0.88,0
66,33290.0,44903.05,322,19,3,0.07,0
30,25677.0,35179.85,461,23,3,0.03,0
21,41240.0,49191.8,443,13,1,0.0,0
43,21883.0,7836.51,403,27,1,0.68,0
42,15621.0,45635.05,681,15,4,0.46,0
47,36223.0,41633.07,754,14,4,0.1,0
28,26142.0,19140.87,716,11,2,0.86,0
24,31982.0,48808.69,623,15,4,0.2,0
48,22396.0,17957.2,470,19,2,0.33,0
61,66467.0,45018.71,573,18,2,0.18,0
27,26089.0,44633.69,751,4,3,0.93,0
56,29261.0,39094.59,424,11,3,0.76,1
30,43868.0,30356.17,682,28,2,0.72,0
48,18246.0,10400.12,616,4,2,0.04,0
24,17584.0,28938.73,406,9,2,0.52,0
66,43935.0,21055.83,762,25,1,0.58,0
59,29072.0,40649.77,729,16,2,0.38,0
59,23138.0,39115.81,636,14,3,0.32,0
53,49104.0,45977.56,795,7,1,0.85,0
37,24198.0,5667.36,661,7,3,0.02,0
21,31658.0,41409.64,731,7,1,0.63,0
24,23201.0,47230.79,819,29,1,0.39,0
18,42265.0,40518.52,705,9,3,0.67,0
61,70688.0,10858.75,676,19,4,0.2,0
62,14321.0,8657.56,451,12,7,0.24,0
59,38420.0,5938.04,621,29,2,0.59,0
64,55731.0,33293.54,513,15,3,0.98,0
30,29415.0,33335.27,364,8,2,0.97,0
39,20630.0,49411.12,569,15,4,0.25,0
38,44823.0,22911.94,836,9,1,0.1,0
39,59924.0,19935.78,399,2,3,0.59,0
45,56685.0,33099.12,404,22,6,0.42,0
26,43606.0,42152.39,430,21,1,0.76,0
43,38138.0,47154.83,688,24,4,0.53,0
26,23167.0,41140.59,620,27,3,0.51,1
32,55973.0,24200.33,737,13,3,0.65,0
27,54447.0,33571.14,318,12,2,0.13,0
41,20557.0,43533.47,524,3,3,0.68,0
59,43575.0,27077.44,759,3,4,0.49,0
25,50333.0,14750.9,693,5,1,0.82,0
41,56447.0,12637.55,525,23,3,0.14,0
33,34979.0,5007.1,659,18,4,0.3,0
66,23652.0,37320.71,729,10,4,0.95,0
43,28253.0,9999.37,314,7,3,0.55,0
44,21947.0,15972.76,845,13,2,0.93,0
54,35400.0,18404.43,713,7,4,0.69,0
21,32098.0,30217.09,654,29,6,0.93,0
67,106140.0,22908.08,756,13,3,0.32,1
41,56803.0,35360.33,830,22,7,0.09,0
36,58969.0,7503.74,495,6,3,0.8,0
53,45967.0,10577.26,414,20,2,0.8,0
56,30222.0,27464.52,716,17,2,0.62,0
27,31644.0,20163.42,651,11,5,0.58,0
42,33126.0,18311.6,374,13,4,0.91,0
35,39899.0,8016.26,335,14,1,0.18,0
36,44116.0,45307.36,541,17,3,0.62,0
53,36328.0,36131.84,362,28,1,0.05,0
27,31404.0,10472.82,808,11,5,0.14,0
50,26982.0,7927.07,487,9,4,0.44,0
67,18100.0,48869.26,392,11,0,0.82,0
22,68988.0,35652.76,304,7,2,0.73,0
64,109400.0,23785.52,737,26,2,0.97,1
66,66149.0,36577.9,465,5,3,0.04,0
52,19350.0,39034.93,745,23,6,0.38,0
61,53826.0,40098.3,324,18,3,0.16,0
51,60590.0,26504.48,807,0,3,0.04,0
50,29682.0,24344.72,397,12,3,0.26,0
38,46373.0,5496.26,567,21,3,0.24,0
34,28907.0,46695.07,692,15,2,0.42,0
39,78000.0,32148.85,584,17,1,0.14,0
65,43594.0,14141.93,408,11,1,0.49,0
54,22958.0,46382.15,326,24,2,0.92,0
32,50762.0,46171.94,354,4,1,0.75,0
52,61660.0,49513.29,432,20,4,0.84,1
45,40097.0,44332.55,351,12,5,0.8,0
24,46153.0,49900.3,792,25,5,0.39,0
49,35071.0,16010.88,597,7,2,0.71,0
28,20596.0,42901.23,698,5,4,0.75,0
27,33662.0,42036.27,317,2,2,0.21,0
26,47170.0,15392.32,545,24,4,0.86,0
31,34064.0,9429.69,802,25,4,0.46,0
30,54197.0,49073.92,388,19,7,0.02,0
42,29849.0,18321.1,502,25,2,0.64,0
19,30844.0,44190.13,539,3,2,0.68,0
52,55026.0,5185.72,789,11,9,0.55,0
24,40576.0,5946.12,312,12,4,0.21,0
38,29559.0,25964.21,614,1,5,0.48,0
35,60895.0,15742.16,497,18,1,0.4,0
20,25736.0,36042.86,542,3,0,0.97,0
59,25249.0,30450.39,806,22,4,0.82,0
56,8824.0,8486.86,342,12,3,0.76,0
58,27530.0,12318.27,629,18,1,0.18,0
66,69868.0,22462.22,728,7,6,0.33,0
28,12885.0,13352.18,461,7,1,0.38,0
56,22562.0,40650.01,734,15,0,0.49,0
41,45231.0,23723.16,532,25,1,0.03,0
63,11820.0,9204.43,410,10,1,0.59,0
36,28132.0,26795.43,531,17,6,0.36,0
21,64243.0,9087.72,572,3,3,0.56,0
43,100862.0,10802.18,340,23,2,0.01,0
55,41987.0,15782.44,765,0,7,0.32,0
59,22851.0,43678.75,376,0,4,0.77,0
49,22470.0,46607.56,789,29,2,0.5,0
56,39044.0,42181.6,416,13,2,0.79,1
62,41793.0,20033.47,733,3,3,0.7,0
63,91947.0,17260.09,318,10,1,0.85,0
53,59006.0,29712.01,495,17,1,0.01,0
57,37875.0,37483.39,750,15,2,0.26,0
54,30712.0,49701.78,724,16,3,0.55,0
50,163956.0,10920.68,693,23,3,0.94,0
53,49677.0,7218.14,583,1,6,0.68,0
20,25994.0,36246.02,333,3,8,0.46,0
26,32458.0,42450.16,594,2,2,0.13,0
25,23418.0,43085.7,550,14,2,0.49,0
50,10913.0,35530.86,638,1,2,0.44,0
23,42460.0,47930.71,739,23,1,0.78,0
58,88542.0,27995.21,479,18,3,0.41,0
56,16070.0,46121.67,527,8,1,0.32,0
21,37333.0,48551.55,322,9,4,0.09,0
30,25503.0,43122.09,626,20,4,0.05,0
66,47134.0,18939.14,453,24,4,0.44,0
19,33317.0,13829.7,445,18,2,0.35,0
22,18398.0,29665.4,551,27,1,0.56,0
61,22236.0,25385.66,601,4,2,0.71,0
44,23977.0,44499.13,369,13,2,0.04,0
49,71123.0,9501.43,842,9,5,0.5,0
38,69330.0,16598.3,392,15,3,0.86,0
25,31080.0,38830.95,462,5,2,0.46,0
55,67097.0,9274.4,380,24,6,0.52,0
25,33303.0,19434.4,362,7,4,0.49,0
67,30843.0,22421.99,735,1,4,0.39,0
20,37368.0,33016.72,347,17,2,0.11,1
61,41874.0,12115.97,744,28,1,0.13,0
20,27509.0,43727.2,373,20,2,0.18,0
39,36715.0,25139.4,841,20,5,0.79,0
23,53834.0,46265.98,456,20,3,0.28,0
19,38745.0,26054.15,786,19,4,0.95,1
40,37101.0,17376.81,565,7,1,0.81,0
61,46495.0,11382.3,555,26,4,0.68,0
19,50683.0,5168.53,338,4,5,0.72,0
55,35196.0,28947.09,354,16,3,0.05,0
34,28650.0,9822.05,327,15,1,0.57,0
52,39919.0,22627.75,417,25,3,0.94,0
51,16367.0,31517.23,669,29,2,0.04,1
40,32690.0,17405.87,508,4,5,0.29,1
47,10554.0,12885.09,615,16,3,0.05,0
69,15711.0,39862.47,692,3,2,0.57,0
25,14573.0,47605.6,743,0,3,0.12,0
39,61309.0,9519.82,558,21,1,0.48,1
61,36570.0,12001.56,497,5,1,0.72,0
53,19322.0,48200.57,744,0,4,0.16,0
22,46422.0,6700.29,604,27,5,0.76,0
30,59535.0,48993.46,638,23,1,0.06,0
46,46828.0,5209.0,828,29,3,0.15,0
48,33046.0,44315.09,353,3,3,0.28,0
64,40792.0,18829.63,411,1,2,0.8,0
33,56997.0,47236.5,718,12,2,0.85,1
59,28721.0,19262.54,604,13,4,0.22,0
47,36862.0,34443.78,737,16,4,0.1,0
33,31933.0,8601.47,384,10,1,0.85,0
29,16209.0,15904.84,823,2,2,0.65,0
34,57428.0,39815.57,551,6,3,0.16,0
33,101583.0,28790.86,425,9,0,0.56,0
29,23461.0,46758.61,704,10,1,0.87,0
25,58767.0,24293.81,603,9,7,0.07,1
37,23837.0,44141.56,327,7,3,0.08,0
20,38808.0,25202.99,565,4,2,0.27,1
33,77189.0,49066.17,351,22,7,0.65,0
47,27995.0,48192.55,810,1,4,0.18,0
62,36050.0,19811.15,506,27,1,0.82,0
40,14754.0,44866.57,810,27,3,0.75,0
45,26053.0,43142.51,500,14,2,0.56,0
68,14001.0,14480.62,583,15,3,0.12,0
57,45008.0,33093.07,656,3,11,0.99,0
22,55040.0,8270.7,346,21,4,0.49,0
37,32506.0,42651.98,436,27,1,0.45,0
57,41896.0,12854.56,429,27,2,1.0,0
61,30857.0,8186.66,494,15,3,0.86,0
18,52590.0,23009.86,663,11,2,0.46,0
47,38744.0,30961.5,731,27,2,0.42,0
38,13456.0,43471.26,368,13,2,0.1,0
37,58104.0,48840.91,757,11,2,0.93,0
23,29888.0,24777.16,839,27,2,0.84,0
39,19241.0,7720.11,634,20,7,0.31,0
35,29159.0,38710.2,825,15,3,0.75,0
25,14030.0,30432.8,315,15,0,0.76,0
56,19439.0,25155.11,755,21,5,0.23,0
49,39006.0,18917.1,809,11,2,0.61,0
50,40674.0,27607.93,508,1,4,0.26,0
33,42329.0,20240.58,457,22,2,0.79,0
29,36374.0,39065.53,636,23,3,0.15,0
55,25683.0,29475.22,540,28,3,0.67,0
69,35340.0,44458.15,357,13,8,0.33,1
51,29185.0,29459.48,604,10,5,0.04,1
31,16109.0,15721.81,644,8,7,0.12,1
53,24681.0,43299.13,313,21,3,0.65,0
50,56657.0,30074.86,658,6,2,0.24,0
40,80350.0,14307.85,676,28,4,0.63,0
67,50294.0,33057.85,542,11,4,0.41,0
62,78578.0,21097.25,444,28,3,0.69,0
19,37900.0,42998.25,714,16,3,0.49,0
58,86785.0,25398.49,693,8,0,0.31,0
38,101442.0,37689.86,657,5,3,0.15,1
19,15264.0,9299.13,457,11,1,0.34,0
44,40568.0,22821.1,317,19,1,0.63,0
26,37919.0,49245.86,646,9,3,0.74,1
18,29376.0,41380.71,357,8,2,0.16,0
28,46442.0,12197.34,454,11,3,0.66,1
20,37070.0,17499.38,786,0,3,0.18,0
69,25142.0,19841.71,830,1,1,0.22,0
40,35836.0,34266.45,786,18,3,0.53,0
43,66323.0,39064.76,450,0,3,0.29,0
21,39786.0,38728.7,658,15,4,0.66,0
35,49686.0,27944.33,667,15,1,0.96,0
23,31618.0,41486.92,346,17,1,0.15,0
52,45526.0,24668.51,506,17,2,0.57,0
39,19839.0,10574.63,749,22,2,0.92,0
60,28286.0,30399.88,782,25,2,0.18,0
32,34498.0,47853.56,442,12,3,0.37,0
39,19184.0,40684.71,699,21,0,0.12,0
54,23978.0,31041.53,396,11,6,0.64,0
69,42470.0,34106.25,346,8,2,0.67,0
59,38751.0,46875.29,490,29,5,0.66,0
29,54349.0,24275.43,439,4,0,0.54,0
64,26896.0,19912.74,530,8,2,0.75,0
66,37377.0,48975.87,639,29,5,0.04,0
59,25954.0,43854.94,790,12,4,0.96,0
55,51692.0,19536.96,348,15,2,0.22,0
35,65866.0,25870.13,752,27,2,0.12,0
62,46243.0,23678.52,615,9,3,0.94,0
52,61734.0,11709.31,621,29,1,0.83,0
47,36910.0,48101.87,386,15,3,0.76,0
41,54328.0,23194.06,773,13,6,0.1,0
59,37711.0,44389.81,581,24,2,0.81,0
47,21754.0,13521.03,373,1,3,0.61,0
31,41083.0,29654.19,752,27,1,0.73,0
23,22078.0,6078.26,346,24,0,0.98,0
20,116957.0,39389.92,395,18,2,0.19,0
33,30729.0,31141.13,330,10,3,0.5,0
24,50137.0,33151.53,833,18,6,0.75,0
69,36091.0,7327.44,316,27,1,0.43,0
31,19598.0,14496.72,511,10,2,0.05,0
26,14055.0,8344.89,534,13,4,0.11,0
32,52813.0,18001.14,691,14,3,0.6,0
38,78800.0,33234.76,653,24,6,0.29,0
52,25150.0,30478.37,604,6,2,0.14,0
19,15862.0,32546.74,849,14,4,0.34,0
44,30866.0,29716.31,839,29,6,0.2,0
19,22730.0,17286.3,808,26,2,0.02,0
52,26235.0,16002.84,694,23,3,0.15,0
35,49276.0,11167.69,730,22,1,0.88,0
31,35411.0,43208.19,476,24,6,0.01,0
37,23986.0,32741.57,705,7,4,0.77,0
35,48740.0,13393.0,600,29,2,0.75,0
27,50688.0,12974.42,744,3,4,0.56,1
42,30683.0,44286.6,426,17,4,0.21,0
19,38908.0,38422.89,648,13,2,0.88,0
42,47110.0,34672.96,320,28,5,0.48,0
50,44939.0,23308.88,719,26,2,0.17,0
53,37061.0,16788.9,451,20,2,0.43,0
48,74332.0,49075.28,459,17,3,0.19,0
31,48598.0,40875.78,779,3,4,0.38,0
18,28989.0,18580.07,742,29,2,0.5,0
63,29076.0,43140.42,395,27,3,0.36,0
33,27473.0,39151.94,651,1,5,0.66,0
63,49814.0,18368.62,374,20,4,0.94,0
69,26599.0,24194.88,658,5,2,0.35,0
20,29365.0,13367.91,432,10,4,0.36,0
52,61637.0,9997.36,699,0,2,0.74,0
58,39967.0,37524.29,438,14,3,0.53,0
23,66123.0,17038.03,545,11,2,0.43,0
42,54124.0,41902.67,590,23,2,0.81,0
30,20164.0,49802.39,411,17,4,0.89,1
51,34508.0,8447.89,469,29,0,0.59,0
25,59574.0,26286.58,539,4,1,0.19,0
38,19711.0,41092.82,636,10,6,0.47,0
51,44795.0,40502.79,437,23,3,0.5,0
21,35610.0,39199.87,535,20,4,0.43,1
42,15102.0,20704.77,302,18,6,0.26,0
32,38555.0,25423.4,415,21,4,0.47,1
21,23891.0,31773.58,771,0,3,0.45,0
62,20255.0,48827.33,430,16,2,0.21,0
29,36482.0,19739.63,782,7,6,0.9,0
49,13830.0,46541.47,700,22,8,0.89,0
49,25922.0,17121.06,500,15,5,0.76,0
45,130039.0,49508.35,591,25,2,0.4,1
30,50267.0,35161.87,641,25,1,0.37,0
48,23372.0,25858.02,515,10,6,0.72,0
31,73283.0,32602.57,665,26,3,0.61,0
37,22114.0,17263.9,768,18,1,0.6,0
35,27533.0,17337.82,717,23,2,0.12,0
46,20447.0,10109.95,326,10,1,0.62,0
23,41276.0,10132.26,754,14,5,0.9,0
49,71992.0,20645.23,313,7,3,0.09,0
46,22037.0,39328.5,397,29,2,0.34,0
60,12962.0,32358.7,578,13,4,0.51,0
19,62660.0,9616.31,789,0,5,0.69,0
40,78976.0,43350.64,506,9,3,0.09,0
36,13393.0,32061.54,532,6,2,0.87,0
48,45708.0,48238.5,538,17,6,0.04,0
68,40670.0,35158.35,549,11,0,0.86,0
22,24496.0,12882.87,605,1,2,0.03,0
36,18085.0,26320.25,762,17,6,0.15,0
51,59628.0,34182.39,535,28,3,0.8,1
27,39717.0,6271.91,590,20,4,0.86,0
42,41242.0,5670.96,338,6,1,0.98,0
19,26612.0,10823.14,482,19,4,0.12,0
28,24320.0,16324.9,329,26,2,0.53,0
67,10641.0,24329.71,687,11,1,0.08,0
48,32402.0,26934.82,442,19,2,0.16,1
32,74564.0,11211.24,718,24,3,0.17,0
26,23269.0,35302.62,373,13,3,0.06,0
40,16963.0,31826.21,354,9,3,0.89,0
36,45154.0,18250.88,323,8,4,0.13,0
26,49515.0,5614.69,321,22,3,0.63,0
52,27093.0,8494.16,727,29,4,0.63,0
38,30504.0,22626.26,331,14,3,0.2,1
26,41438.0,11928.85,638,25,1,1.0,0
45,33598.0,21956.88,814,19,1,0.35,0
63,59878.0,33268.22,811,23,1,0.91,0
68,122838.0,29625.68,369,9,4,0.95,0
24,15451.0,15402.91,387,18,3,0.95,0
33,67163.0,20472.01,518,18,7,0.75,0
33,38278.0,32631.4,569,11,7,0.25,0
50,72700.0,43738.48,377,22,4,0.12,0
21,52166.0,38894.6,309,28,4,0.57,0
21,37443.0,29903.0,767,26,3,0.36,0
56,53104.0,21303.18,635,11,10,0.83,0
57,29820.0,21427.31,485,8,3,0.74,0
34,24658.0,44573.78,845,28,4,0.28,0
54,54471.0,6765.96,420,26,2,0.02,1
56,23809.0,49459.22,573,19,5,0.24,0
69,50070.0,34896.89,709,3,2,0.57,0
46,36878.0,35651.2,657,0,3,0.08,1
69,11331.0,6709.9,397,15,2,0.66,0
53,27250.0,32248.82,540,0,3,0.67,0
55,42934.0,26815.01,413,12,4,0.17,0
56,29644.0,9760.05,786,29,2,0.6,0
67,10164.0,17506.49,540,2,5,0.61,0
54,70289.0,45064.15,455,11,3,0.48,0
69,39525.0,29749.48,651,28,3,0.95,0
52,45337.0,23603.75,343,22,4,0.11,0
24,28663.0,8270.7,611,28,4,0.41,0
44,47370.0,37135.47,437,8,4,0.88,1
45,90890.0,36628.29,735,3,0,0.39,0
39,25146.0,32631.96,442,1,2,0.42,0
31,83576.0,27961.82,598,21,6,0.67,0
24,44324.0,24520.3,561,21,2,0.67,0
54,23512.0,31697.2,811,8,4,0.02,1
39,109776.0,15502.8,361,19,3,0.46,0
22,44171.0,47356.66,722,23,4,0.33,0
19,50932.0,31495.75,695,12,3,0.63,0
44,31740.0,19003.66,330,13,2,0.56,0
38,24388.0,25235.59,629,28,2,0.65,0
55,39494.0,41255.82,468,2,1,0.65,0
32,80076.0,12272.72,565,17,3,0.25,0
38,31106.0,18177.6,607,8,1,0.25,0
27,35833.0,35577.86,758,14,6,0.37,0
40,75219.0,19197.01,484,21,1,0.24,0
56,31252.0,40662.58,633,26,0,0.68,0
22,46870.0,10870.41,814,23,4,0.6,0
18,56313.0,39320.88,740,26,1,0.22,0
30,32913.0,8075.83,690,9,4,0.88,0
38,42401.0,5566.67,553,24,1,0.46,0
43,50542.0,45420.06,634,16,3,0.13,0
67,29719.0,31160.26,699,12,3,0.21,0
62,54605.0,20832.21,465,0,2,0.54,0
38,27626.0,15466.76,559,10,4,0.34,0
35,25912.0,32759.86,303,4,5,0.85,0
54,16924.0,27905.1,418,8,1,0.49,0
62,28234.0,49621.9,769,6,3,0.92,0
49,24155.0,49244.72,769,6,6,0.1,0
53,29720.0,33576.11,792,1,1,0.67,0
34,49316.0,24929.17,799,18,3,0.89,0
52,15324.0,27101.34,369,19,1,0.29,0
66,13530.0,35711.56,669,17,3,0.14,0
28,24971.0,9570.85,480,9,4,0.46,0
38,45735.0,19775.84,304,24,4,0.96,0
69,41958.0,8387.25,496,4,3,0.63,1
43,24772.0,8301.23,346,15,3,0.64,0
21,65167.0,13812.77,439,28,3,0.67,0
51,26129.0,26836.4,839,22,1,0.04,0
69,45763.0,40314.84,726,26,2,0.45,0
65,30291.0,26847.32,609,24,4,0.08,0
35,23520.0,20096.45,573,4,2,0.32,0
57,26835.0,8705.88,838,14,5,0.82,1
52,52418.0,29763.3,689,21,0,0.66,0
58,43500.0,17207.09,758,15,3,1.0,0
46,58927.0,32672.04,660,3,2,0.17,0
69,43499.0,48973.45,368,13,5,0.4,0
46,16227.0,10009.14,730,23,6,0.81,0
55,104528.0,14545.64,331,16,3,0.22,0
59,43809.0,26289.25,812,16,1,0.15,1
38,46973.0,48587.62,481,20,4,0.43,0
59,30079.0,39731.44,547,15,1,0.38,0
30,63360.0,45420.31,596,25,4,0.98,0
66,21025.0,20017.17,329,8,1,0.46,0
58,49262.0,49641.73,601,1,4,0.86,0
34,12838.0,9627.48,775,10,1,0.89,0
26,50950.0,7383.78,651,14,5,0.16,0
58,21168.0,43502.12,781,2,2,0.72,0
18,41710.0,46726.92,616,23,5,0.28,0
19,71587.0,9076.34,696,15,2,0.09,0
65,54795.0,10104.23,388,20,3,0.87,0
46,66983.0,6492.84,533,18,2,0.29,0
50,63604.0,9702.84,467,21,1,0.35,0
27,27941.0,14423.89,425,5,7,0.32,0
67,48980.0,48653.45,419,13,4,0.2,0
57,15330.0,35053.71,727,4,3,0.43,0
38,25759.0,40034.89,489,4,6,0.43,1
45,72862.0,39926.27,727,5,1,0.41,0
28,29956.0,29078.32,501,17,3,0.92,0
51,14271.0,40887.0,358,21,5,0.34,1
25,99394.0,31811.34,522,17,3,0.03,0
39,48104.0,19154.57,791,18,3,0.18,0
25,53223.0,30249.95,310,1,1,0.72,0
66,22243.0,29007.89,811,16,4,0.59,0
32,41858.0,42055.39,609,27,4,0.95,0
34,41307.0,49177.72,333,0,5,0.69,0
40,24083.0,23496.92,639,8,2,0.19,0
41,33359.0,39352.58,780,12,2,0.12,0
62,17150.0,9489.34,392,3,2,0.52,0
36,30536.0,39957.41,432,4,3,0.67,1
22,59096.0,21713.76,718,25,3,0.17,0
49,24999.0,6772.56,767,29,2,0.6,0
61,94245.0,21346.08,743,22,2,0.87,0
18,17711.0,32478.92,329,17,2,0.73,0
40,31886.0,10366.26,597,27,5,0.66,0
54,26155.0,46581.55,360,26,2,0.79,1
25,33187.0,8495.26,757,9,3,0.1,1
30,72095.0,46850.3,603,24,4,0.2,0
